Name1,Name2,Set,Card_type1,Card_type2,Mana_Cost1,Mana_Cost2,Mana_Value1,Mana_Value2,Color,Rarity,Price
Vizkopa Guildmage,,IMA,Creature,,WB,,2.0,0.0,WB,U,0.31
Vizkopa Vampire,,RNA,Creature,,2W/B,,4.0,0.0,WB,C,0.07
Vizzerdrix,,9ED,Creature,,6U,,7.0,0.0,U,R,0.36
Vodalian Arcanist,,M21,Creature,,1U,,2.0,0.0,U,C,0.02
Vodalian Hexcatcher,,DMU,Creature,,1U,,2.0,0.0,U,R,3.6
Vodalian Hypnotist,,INV,Creature,,1U,,2.0,0.0,UB,U,0.19
Vodalian Illusionist,,WTH,Creature,,2U,,3.0,0.0,U,U,0.22
Vodalian Knights,,ME1,Creature,,1UU,,3.0,0.0,U,U,0.93
Vodalian Mage,,FEM,Creature,,2U,,3.0,0.0,U,C,0.2
Vodalian Merchant,,INV,Creature,,1U,,2.0,0.0,U,C,0.22
Vodalian Mindsinger,,DMU,Creature,,1UU,,3.0,0.0,URG,R,0.57
Vodalian Mystic,,APC,Creature,,1U,,2.0,0.0,U,U,0.14
Vodalian Serpent,,INV,Creature,,3U,,4.0,0.0,U,C,0.1
Vodalian Soldiers,,6ED,Creature,,1U,,2.0,0.0,U,C,0.14
Vodalian War Machine,,FEM,Creature,,1UU,,3.0,0.0,U,R,1.07
Vodalian Zombie,,INV,Creature,,UB,,2.0,0.0,UB,C,0.19
Voda Sea Scavenger,,DMU,Creature,,2U,,3.0,0.0,U,C,0.02
"Vogar, Necropolis Tyrant",,GN3,Creature,,3BB,,5.0,0.0,B,M,7.35
"Vohar, Vodalian Desecrator",,DMU,Creature,,UB,,2.0,0.0,UB,U,0.13
Voiceless Spirit,,ISD,Creature,,2W,,3.0,0.0,W,C,0.07
Voice of All,,CMA,Creature,,2WW,,4.0,0.0,W,R,0.89
Voice of Duty,,UDS,Creature,,3W,,4.0,0.0,W,U,0.28
Voice of Grace,,USG,Creature,,3W,,4.0,0.0,W,U,0.25
Voice of Law,,USG,Creature,,3W,,4.0,0.0,W,U,0.26
Voice of Many,,KHC,Creature,,2GG,,4.0,0.0,G,U,0.09
Voice of Reason,,UDS,Creature,,3W,,4.0,0.0,W,U,0.29
Voice of Resurgence,,2XM,Creature,,GW,,2.0,0.0,WG,R,2.67
Voice of the Blessed,,VOW,Creature,,WW,,2.0,0.0,W,R,2.84
Voice of the Provinces,,JMP,Creature,,4WW,,6.0,0.0,W,C,0.11
Voice of the Vermin,,SNC,Creature,,3G,,4.0,0.0,G,U,0.01
Voice of the Woods,,KHC,Creature,,3GG,,5.0,0.0,G,R,0.25
Voice of Truth,,NEM,Creature,,3W,,4.0,0.0,W,U,0.25
Voices from the Void,,CON,Sorcery,,4B,,5.0,0.0,B,U,0.05
Void,,EMA,Sorcery,,3BR,,5.0,0.0,BR,R,0.29
Void Attendant,,BFZ,Creature,,2G,,3.0,0.0,G,U,0.14
Void Beckoner,,IKO,Creature,,6BB,,8.0,0.0,B,U,0.9
Void Grafter,,OGW,Creature,,1GU,,3.0,0.0,UG,U,0.14
Voidmage Apprentice,,JVC,Creature,,1U,,2.0,0.0,U,C,0.39
Voidmage Husher,,TSP,Creature,,3U,,4.0,0.0,U,U,1.31
Voidmage Prodigy,,TSB,Creature,,UU,,2.0,0.0,U,S,2.82
Void Maw,,CSP,Creature,,4BB,,6.0,0.0,B,R,0.65
Void Mirror,,MH2,Artifact,,2,,2.0,0.0,C,R,0.46
Void Rend,,SNC,Instant,,WUB,,3.0,0.0,WUB,R,3.3
Void Shatter,,OGW,Instant,,1UU,,3.0,0.0,U,U,0.24
Voidslime,,DIS,Instant,,GUU,,3.0,0.0,UG,R,18.05
Void Snare,,M15,Sorcery,,U,,1.0,0.0,U,C,0.18
Void Squall,,DTK,Sorcery,,4U,,5.0,0.0,U,U,0.11
Void Stalker,,M13,Creature,,1U,,2.0,0.0,U,R,0.21
Voidstone Gargoyle,,PLC,Creature,,3WW,,5.0,0.0,W,R,0.26
Voidwalk,,GTC,Sorcery,,3U,,4.0,0.0,U,U,0.24
Voidwielder,,RTR,Creature,,4U,,5.0,0.0,U,C,0.1
Void Winnower,,BFZ,Creature,,9,,9.0,0.0,C,M,18.57
Volatile Arsonist,Dire-Strain Anarchist,VOW,Creature,Creature,3RR,,5.0,0.0,R,M,1.51
Volatile Chimera,,CN2,Creature,,2R,,3.0,0.0,R,R,0.16
Volatile Claws,,MH1,Instant,,2R,,3.0,0.0,R,C,0.05
Volatile Fjord,,KHM,Land,,,,0.0,0.0,C,C,0.6
Volatile Rig,,RTR,Creature Artifact,,4,,4.0,0.0,C,R,0.2
Volcanic Awakening,,TSP,Sorcery,,4RR,,6.0,0.0,R,U,0.22
Volcanic Dragon,,CMR,Creature,,4RR,,6.0,0.0,R,U,0.2
Volcanic Eruption,,4ED,Sorcery,,XUUU,,3.0,0.0,U,R,13.84
Volcanic Fallout,,CMR,Instant,,1RR,,3.0,0.0,R,U,0.29
Volcanic Geyser,,M21,Instant,,XRR,,2.0,0.0,R,U,3.93
Volcanic Hammer,,9ED,Sorcery,,1R,,2.0,0.0,R,C,0.66
Volcanic Island,,VMA,Land,,,,0.0,0.0,C,R,1115.24
Volcanic Offering,,CM2,Instant,,4R,,5.0,0.0,R,R,3.44
Volcanic Rambler,,ORI,Creature,,5R,,6.0,0.0,R,C,0.02
Volcanic Rush,,DTK,Instant,,4R,,5.0,0.0,R,C,0.05
Volcanic Salvo,,M21,Sorcery,,10RR,,3.0,0.0,R,R,0.22
Volcanic Spray,,ODY,Sorcery,,1R,,2.0,0.0,R,U,0.14
Volcanic Strength,,M13,Enchantment,,1R,,2.0,0.0,R,C,0.06
Volcanic Submersion,,ALA,Sorcery,,4R,,5.0,0.0,R,C,0.06
Volcanic Torrent,,CLB,Sorcery,,4R,,5.0,0.0,R,U,0.1
Volcanic Upheaval,,BFZ,Instant,,3R,,4.0,0.0,R,C,0.02
Volcanic Vision,,C21,Sorcery,,5RR,,7.0,0.0,R,R,0.48
Volcanic Wind,,MMQ,Sorcery,,4RR,,6.0,0.0,R,U,0.25
Volcano Hellion,,PLC,Creature,,2RR,,4.0,0.0,R,R,0.56
Volcano Imp,,PLS,Creature,,3B,,4.0,0.0,BR,C,0.07
Voldaren Ambusher,,MID,Creature,,2R,,3.0,0.0,R,U,0.06
Voldaren Bloodcaster,Bloodbat Summoner,VOW,Creature,Creature,1B,,2.0,0.0,B,R,0.66
Voldaren Duelist,,GN2,Creature,,3R,,4.0,0.0,R,C,0.05
Voldaren Epicure,,VOW,Creature,,R,,1.0,0.0,R,C,0.34
Voldaren Estate,,VOW,Land,,,,0.0,0.0,C,R,1.11
Voldaren Pariah,Abolisher of Bloodlines,EMN,Creature,Creature,3BB,,5.0,0.0,B,R,2.42
Voldaren Stinger,,MID,Creature,,R,,1.0,0.0,R,C,0.08
Volition Reins,,SOM,Enchantment,,3UUU,,6.0,0.0,U,U,0.13
Volley of Boulders,,DDI,Sorcery,,8R,,9.0,0.0,R,R,0.18
Volley Veteran,,JMP,Creature,,3R,,4.0,0.0,R,U,0.13
"Volo, Guide to Monsters",,AFR,Creature,,2GU,,4.0,0.0,UG,R,10.3
"Volo, Itinerant Scholar",,CLB,Creature,,2U,,3.0,0.0,U,M,0.48
Volrath's Curse,,TPR,Enchantment,,1U,,2.0,0.0,U,U,0.19
Volrath's Dungeon,,EXO,Enchantment,,2BB,,4.0,0.0,B,R,0.28
Volrath's Gardens,,STH,Enchantment,,1G,,2.0,0.0,G,R,0.27
Volrath's Laboratory,,TPR,Artifact,,5,,5.0,0.0,C,R,0.51
Volrath's Shapeshifter,,VMA,Creature,,1UU,,3.0,0.0,U,R,5.73
Volrath's Stronghold,,TPR,Land,,,,0.0,0.0,B,M,49.66
Volrath the Fallen,,NEM,Creature,,3BBB,,6.0,0.0,B,R,0.74
"Volrath, the Shapestealer",,C19,Creature,,2BGU,,5.0,0.0,UBG,M,0.5
Volshe Tideturner,,DMU,Creature,,1U,,2.0,0.0,U,C,0.03
Voltage Surge,,NEO,Instant,,R,,1.0,0.0,R,C,0.09
Voltaic Brawler,,KLD,Creature,,RG,,2.0,0.0,RG,U,0.07
Voltaic Construct,,DST,Creature Artifact,,4,,4.0,0.0,C,U,1.33
Voltaic Key,,M11,Artifact,,1,,1.0,0.0,C,U,4.48
Voltaic Servant,,DOM,Creature Artifact,,2,,2.0,0.0,C,C,0.08
Voltaic Visionary,Volt-Charged Berserker,VOW,Creature,Creature,1R,,2.0,0.0,R,U,0.08
Volt Charge,,ONE,Instant,,2R,,3.0,0.0,R,C,0.44
Volunteer Militia,,PTK,Creature,,W,,1.0,0.0,W,C,0.83
Volunteer Reserves,,WTH,Creature,,1W,,2.0,0.0,W,U,0.08
"Vona, Butcher of Magan",,XLN,Creature,,3WB,,5.0,0.0,WB,M,7.16
Vona's Hunger,,RIX,Instant,,2B,,3.0,0.0,B,R,4.07
Voodoo Doll,,ME3,Artifact,,6,,6.0,0.0,C,R,8.8
Voracious Cobra,,INV,Creature,,2RG,,4.0,0.0,RG,U,0.21
Voracious Dragon,,DDG,Creature,,3RR,,5.0,0.0,R,R,0.49
Voracious Greatshark,,IKO,Creature,,3UU,,5.0,0.0,U,R,0.48
Voracious Hatchling,,EVE,Creature,,3W/B,,5.0,0.0,WB,U,0.23
Voracious Hydra,,M20,Creature,,XGG,,2.0,0.0,G,R,4.99
Voracious Null,,BFZ,Creature,,2B,,3.0,0.0,B,C,0.08
Voracious Typhon,,THB,Creature,,2GG,,4.0,0.0,G,C,0.03
Voracious Vampire,,RIX,Creature,,2B,,3.0,0.0,B,C,0.07
Voracious Wurm,,M14,Creature,,1G,,2.0,0.0,G,U,0.12
Vorapede,,C20,Creature,,2GGG,,5.0,0.0,G,M,0.5
Vorel of the Hull Clade,,NCC,Creature,,1GU,,3.0,0.0,UG,R,0.58
"Vorinclex, Monstrous Raider",,KHM,Creature,,4GG,,6.0,0.0,G,M,43.34
"Vorinclex, Voice of Hunger",,IMA,Creature,,6GG,,8.0,0.0,G,M,14.7
"Vorosh, the Hunter",,CM2,Creature,,3BGU,,6.0,0.0,UBG,R,1.18
Vorpal Sword,,AFR,Artifact,,B,,1.0,0.0,B,R,5.6
Vorrac Battlehorns,,MRD,Artifact,,2,,2.0,0.0,C,C,0.36
Vorstclaw,,M20,Creature,,4GG,,6.0,0.0,G,C,0.05
Vortex Elemental,,BNG,Creature,,U,,1.0,0.0,U,U,0.08
Vortex Runner,,STX,Creature,,2U,,3.0,0.0,U,C,0.02
Votary of the Conclave,,RAV,Creature,,W,,1.0,0.0,WG,C,0.11
Vow of Duty,,C21,Enchantment,,2W,,3.0,0.0,W,U,0.11
Vow of Flight,,CMR,Enchantment,,2U,,3.0,0.0,U,U,0.11
Vow of Lightning,,CMR,Enchantment,,2R,,3.0,0.0,R,U,0.13
Vow of Malice,,CM2,Enchantment,,2B,,3.0,0.0,B,U,0.32
Vow of Torment,,CMR,Enchantment,,2B,,3.0,0.0,B,U,0.11
Vow of Wildness,,CMR,Enchantment,,2G,,3.0,0.0,G,U,0.12
Voyager Drake,,WWK,Creature,,3U,,4.0,0.0,U,U,0.06
Voyager Staff,,DDU,Artifact,,1,,1.0,0.0,C,U,0.4
Voyage's End,,JMP,Instant,,1U,,2.0,0.0,U,C,0.06
Voyaging Satyr,,CN2,Creature,,1G,,2.0,0.0,G,C,0.09
"Vraska, Golgari Queen",,GRN,Planeswalker,,2BG,,4.0,0.0,BG,M,16.04
"Vraska, Regal Gorgon",,GRN,Planeswalker,,5BG,,7.0,0.0,BG,M,0.91
"Vraska, Relic Seeker",,XLN,Planeswalker,,4BG,,6.0,0.0,BG,M,6.54
"Vraska, Scheming Gorgon",,RIX,Planeswalker,,4BB,,6.0,0.0,B,M,3.03
Vraska's Conquistador,,RIX,Creature,,1B,,2.0,0.0,B,U,0.11
Vraska's Contempt,,XLN,Instant,,2BB,,4.0,0.0,B,R,2.56
Vraska's Finisher,,WAR,Creature,,2B,,3.0,0.0,B,C,0.05
Vraska's Scorn,,RIX,Sorcery,,2BB,,4.0,0.0,B,R,0.19
Vraska's Stoneglare,,GRN,Sorcery,,4BG,,6.0,0.0,BG,R,0.15
"Vraska, Swarm's Eminence",,WAR,Planeswalker,,2B/GB/G,,6.0,0.0,BG,U,9.34
Vraska the Unseen,,C19,Planeswalker,,3BG,,5.0,0.0,BG,M,0.54
Vrock,,CLB,Creature,,3BB,,5.0,0.0,B,U,0.07
"Vrondiss, Rage of Ancients",,AFC,Creature,,3RG,,5.0,0.0,RG,M,0.68
Vryn Wingmare,,M21,Creature,,2W,,3.0,0.0,W,U,1.31
Vug Lizard,,USG,Creature,,1RR,,3.0,0.0,R,U,0.17
Vulpikeet,,IKO,Creature,,3W,,4.0,0.0,W,C,0.05
Vulpine Goliath,,THS,Creature,,4GG,,6.0,0.0,G,C,0.04
Vulshok Battlegear,,DDI,Artifact,,3,,3.0,0.0,C,U,0.12
Vulshok Battlemaster,,MRD,Creature,,4R,,5.0,0.0,R,R,0.2
Vulshok Berserker,,DDI,Creature,,3R,,4.0,0.0,R,C,0.07
Vulshok Gauntlets,,2XM,Artifact,,2,,2.0,0.0,C,C,0.05
Vulshok Heartstoker,,SOM,Creature,,2R,,3.0,0.0,R,C,0.04
Vulshok Morningstar,,DDI,Artifact,,2,,2.0,0.0,C,U,0.18
Vulshok Refugee,,NPH,Creature,,1RR,,3.0,0.0,R,U,0.06
Vulshok Replica,,SOM,Creature Artifact,,3,,3.0,0.0,R,C,0.02
Vulshok Sorcerer,,DDI,Creature,,1RR,,3.0,0.0,R,C,0.31
Vulshok War Boar,,DST,Creature,,2RR,,4.0,0.0,R,U,0.1
Vulturous Aven,,DTK,Creature,,3B,,4.0,0.0,B,C,0.08
Vulturous Zombie,,CM2,Creature,,3BG,,5.0,0.0,BG,R,0.27
Wailing Ghoul,,JMP,Creature,,1B,,2.0,0.0,B,C,0.1
Wail of the Nim,,MRD,Instant,,2B,,3.0,0.0,B,C,0.19
Waiting in the Weeds,,6ED,Sorcery,,1GG,,3.0,0.0,G,R,0.74
Wakedancer,,EMA,Creature,,2B,,3.0,0.0,B,C,0.08
Wakening Sun's Avatar,,XLN,Creature,,5WWW,,8.0,0.0,W,M,12.86
Wake of Destruction,,UDS,Sorcery,,3RRR,,6.0,0.0,R,R,1.83
Wake of Vultures,,EMA,Creature,,3B,,4.0,0.0,B,C,0.07
Waker of the Wilds,,ZNC,Creature,,2GG,,4.0,0.0,G,R,0.25
Waker of Waves,,M21,Creature,,5UU,,7.0,0.0,U,U,0.21
Wakeroot Elemental,,M20,Creature,,4GG,,6.0,0.0,G,R,0.19
Wakestone Gargoyle,,CNS,Creature,,3W,,4.0,0.0,W,U,0.26
Wake the Dead,,C14,Instant,,XBB,,2.0,0.0,B,R,4.25
Wake the Past,,C21,Sorcery,,5RW,,7.0,0.0,WR,R,0.7
Wake the Reflections,,MM3,Sorcery,,W,,1.0,0.0,W,C,0.09
Wake Thrasher,,DDT,Creature,,2U,,3.0,0.0,U,R,0.69
Wake to Slaughter,,MID,Sorcery,,3BR,,5.0,0.0,BR,R,0.2
Waking Nightmare,,MM2,Sorcery,,2B,,3.0,0.0,B,C,0.06
Waking the Trolls,,KHM,Enchantment,,4RG,,6.0,0.0,RG,R,0.32
Walker of Secret Ways,,PCA,Creature,,2U,,3.0,0.0,U,U,3.35
Walker of the Grove,,UMA,Creature,,6GG,,8.0,0.0,G,C,0.08
Walker of the Wastes,,OGW,Creature,,4C,,4.0,0.0,C,U,0.19
Walking Archive,,DIS,Creature Artifact,,3,,3.0,0.0,WU,R,1.88
Walking Atlas,,WWK,Creature Artifact,,2,,2.0,0.0,C,C,0.86
Walking Ballista,,2XM,Creature Artifact,,XX,,0.0,0.0,C,R,21.51
Walking Bulwark,,DMU,Creature Artifact,,1,,1.0,0.0,C,U,0.06
Walking Corpse,,M21,Creature,,1B,,2.0,0.0,B,C,0.11
Walking Dead,,LEG,Creature,,1B,,2.0,0.0,B,C,1.22
Walking Desecration,,ONS,Creature,,2B,,3.0,0.0,B,U,0.13
Walking Dream,,STH,Creature,,3U,,4.0,0.0,U,U,0.14
Walking Skyscraper,,NEO,Creature Artifact,,8,,8.0,0.0,C,U,0.05
Walking Sponge,,ULG,Creature,,1U,,2.0,0.0,U,U,0.18
Walking Wall,,ME1,Creature Artifact,,4,,4.0,0.0,C,U,0.21
Walk the Aeons,,TSR,Sorcery,,4UU,,6.0,0.0,U,R,1.83
Walk the Plank,,XLN,Sorcery,,BB,,2.0,0.0,B,U,0.26
Wall of Air,,10E,Creature,,1UU,,3.0,0.0,U,U,12.32
Wall of Blood,,MRD,Creature,,2B,,3.0,0.0,B,U,0.25
Wall of Blossoms,,JMP,Creature,,1G,,2.0,0.0,G,U,0.54
Wall of Bone,,GVL,Creature,,2B,,3.0,0.0,B,U,3.98
Wall of Brambles,,5ED,Creature,,2G,,3.0,0.0,G,U,11.84
Wall of Caltrops,,LEG,Creature,,1W,,2.0,0.0,W,C,0.88
Wall of Corpses,,MIR,Creature,,1B,,2.0,0.0,B,C,0.11
Wall of Deceit,,JVC,Creature,,1U,,2.0,0.0,U,U,0.27
Wall of Denial,,MM3,Creature,,1WU,,3.0,0.0,WU,U,1.38
Wall of Diffusion,,TPR,Creature,,1R,,2.0,0.0,R,C,0.09
Wall of Distortion,,MMQ,Creature,,2BB,,4.0,0.0,B,C,0.11
Wall of Dust,,4ED,Creature,,2R,,3.0,0.0,R,U,1.86
Wall of Earth,,LEG,Creature,,1R,,2.0,0.0,R,C,0.37
Wall of Essence,,TPR,Creature,,1W,,2.0,0.0,W,U,0.24
Wall of Faith,,M10,Creature,,3W,,4.0,0.0,W,C,0.12
Wall of Fire,,M15,Creature,,1RR,,3.0,0.0,R,C,1.2
Wall of Forgotten Pharaohs,,HOU,Creature Artifact,,2,,2.0,0.0,C,C,0.04
Wall of Frost,,MM3,Creature,,1UU,,3.0,0.0,U,U,0.21
Wall of Glare,,UDS,Creature,,1W,,2.0,0.0,W,C,0.27
Wall of Granite,,POR,Creature,,2R,,3.0,0.0,R,U,0.17
Wall of Heat,,CHR,Creature,,2R,,3.0,0.0,R,C,0.28
Wall of Hope,,LGN,Creature,,W,,1.0,0.0,W,C,0.24
Wall of Ice,,4ED,Creature,,2G,,3.0,0.0,G,U,3.72
Wall of Junk,,USG,Creature Artifact,,2,,2.0,0.0,C,U,1.27
Wall of Kelp,,ME2,Creature,,UU,,2.0,0.0,U,C,4.18
Wall of Lava,,ICE,Creature,,1RR,,3.0,0.0,R,U,0.17
Wall of Light,,ME3,Creature,,2W,,3.0,0.0,W,C,5.06
Wall of Limbs,,M15,Creature,,2B,,3.0,0.0,B,U,0.18
Wall of Lost Thoughts,,JMP,Creature,,1U,,2.0,0.0,U,U,0.17
Wall of Mist,,GRN,Creature,,1U,,2.0,0.0,U,C,0.04
Wall of Mourning,,MIC,Creature,,1W,,2.0,0.0,W,R,0.13
Wall of Mulch,,M15,Creature,,1G,,2.0,0.0,G,U,0.24
Wall of Nets,,EXO,Creature,,1WW,,3.0,0.0,W,R,3.69
Wall of Omens,,2X2,Creature,,1W,,2.0,0.0,W,U,0.33
Wall of One Thousand Cuts,,MH1,Creature,,3WW,,5.0,0.0,W,C,0.08
Wall of Opposition,,CHR,Creature,,3RR,,5.0,0.0,R,U,9.43
Wall of Pine Needles,,ICE,Creature,,3G,,4.0,0.0,G,U,0.24
Wall of Putrid Flesh,,LEG,Creature,,2B,,3.0,0.0,B,U,3.27
Wall of Razors,,STH,Creature,,1R,,2.0,0.0,R,U,0.2
Wall of Resistance,,MIR,Creature,,1W,,2.0,0.0,W,C,0.12
Wall of Resurgence,,OGW,Creature,,2W,,3.0,0.0,W,U,0.14
Wall of Reverence,,UMA,Creature,,3W,,4.0,0.0,W,R,2.11
Wall of Roots,,NCC,Creature,,1G,,2.0,0.0,G,C,1.46
Wall of Runes,,M21,Creature,,U,,1.0,0.0,U,C,0.06
Wall of Shadows,,CHR,Creature,,1BB,,3.0,0.0,B,C,0.3
Wall of Shards,,CSP,Creature,,1W,,2.0,0.0,W,U,2.43
Wall of Shields,,ICE,Creature Artifact,,3,,3.0,0.0,C,U,0.16
Wall of Souls,,TPR,Creature,,1B,,2.0,0.0,B,U,0.35
Wall of Spears,,8ED,Creature Artifact,,3,,3.0,0.0,C,U,0.66
Wall of Stolen Identity,,C19,Creature,,3U,,4.0,0.0,U,R,0.88
Wall of Stone,,8ED,Creature,,1RR,,3.0,0.0,R,U,6.47
Wall of Swords,,M14,Creature,,3W,,4.0,0.0,W,U,0.2
Wall of Tanglecord,,SOM,Creature Artifact,,2,,2.0,0.0,G,C,0.27
Wall of Tears,,STH,Creature,,1U,,2.0,0.0,U,U,0.92
Wall of Tombstones,,LEG,Creature,,1B,,2.0,0.0,B,U,4.9
Wall of Torches,,M12,Creature,,1R,,2.0,0.0,R,C,0.07
Wall of Vapor,,CHR,Creature,,3U,,4.0,0.0,U,C,0.19
Wall of Vines,,JMP,Creature,,G,,1.0,0.0,G,C,0.07
Wall of Vipers,,PCY,Creature,,2B,,3.0,0.0,B,U,0.22
Wall of Water,,4ED,Creature,,1UU,,3.0,0.0,U,U,4.15
Wall of Wonder,,7ED,Creature,,2UU,,4.0,0.0,U,R,1.31
Wall of Wood,,10E,Creature,,G,,1.0,0.0,G,C,7.3
Wallop,,INV,Sorcery,,1G,,2.0,0.0,G,U,0.15
Wanderbrine Rootcutters,,SHM,Creature,,2U/BU/B,,6.0,0.0,UB,C,0.1
Wanderer's Intervention,,NEO,Instant,,1W,,2.0,0.0,W,C,0.02
Wanderer's Strike,,WAR,Sorcery,,4W,,5.0,0.0,W,C,0.09
Wanderer's Twig,,LRW,Artifact,,1,,1.0,0.0,C,C,0.26
Wanderguard Sentry,,9ED,Creature,,4U,,5.0,0.0,U,C,0.08
Wander in Death,,AKH,Sorcery,,2B,,3.0,0.0,B,C,0.15
Wandering Archaic,Explore the Vastlands,STX,Creature,Sorcery,5,3,5.0,3.0,C,R,6.04
Wandering Champion,,UMA,Creature,,1W,,2.0,0.0,W,C,0.05
Wandering Eye,,NEM,Creature,,2U,,3.0,0.0,U,C,0.1
Wandering Fumarole,,CLB,Land,,,,0.0,0.0,UR,R,0.62
Wandering Goblins,,CON,Creature,,2R,,3.0,0.0,R,C,0.08
Wandering Graybeard,,MOR,Creature,,3WW,,5.0,0.0,W,U,0.14
Wandering Mage,,ME3,Creature,,WUB,,3.0,0.0,WUB,R,2.51
Wandering Mind,,VOW,Creature,,1UR,,3.0,0.0,UR,U,0.1
Wandering Ones,,CHK,Creature,,U,,1.0,0.0,U,C,0.12
Wandering Stream,,INV,Sorcery,,2G,,3.0,0.0,G,C,0.14
Wandering Tombshell,,DTK,Creature,,3B,,4.0,0.0,B,C,0.06
Wandering Troubadour,,AFR,Creature,,3G,,4.0,0.0,G,U,0.04
Wandering Wolf,,BBD,Creature,,1G,,2.0,0.0,G,C,0.08
Wanderlight Spirit,,VOW,Creature,,2U,,3.0,0.0,U,C,0.05
Wanderlust,,ME1,Enchantment,,2G,,3.0,0.0,G,C,4.04
Wandermare,,ELD,Creature,,1GW,,3.0,0.0,WG,U,0.06
Wanderwine Hub,,LRW,Land,,,,0.0,0.0,WU,R,4.02
Wanderwine Prophets,,LRW,Creature,,4UU,,6.0,0.0,U,R,7.8
Wand of Denial,,6ED,Artifact,,2,,2.0,0.0,C,R,0.59
Wand of Ith,,DRK,Artifact,,4,,4.0,0.0,C,U,1.33
Wand of Orcus,,AFC,Artifact,,2B,,3.0,0.0,B,R,4.83
Wand of the Elements,,DST,Artifact,,4,,4.0,0.0,C,R,0.22
Wand of Vertebrae,,GRN,Artifact,,1,,1.0,0.0,C,U,0.17
Wand of Wonder,,CLB,Artifact,,3R,,4.0,0.0,R,R,0.61
Waning Wurm,,PLC,Creature,,3B,,4.0,0.0,B,U,0.22
Wanted Scoundrels,,XLN,Creature,,1B,,2.0,0.0,B,U,0.05
War Barge,,TSB,Artifact,,4,,4.0,0.0,C,S,0.64
War Behemoth,,KTK,Creature,,5W,,6.0,0.0,W,C,0.02
Warbreak Trumpeter,,LGN,Creature,,R,,1.0,0.0,R,U,0.18
Warbriar Blessing,,THB,Enchantment,,1G,,2.0,0.0,G,C,0.05
Warbringer,,DTK,Creature,,3R,,4.0,0.0,R,U,0.06
War Cadence,,C13,Enchantment,,2R,,3.0,0.0,R,U,0.42
Warchanter of Mogis,,BNG,Creature,,3BB,,5.0,0.0,B,C,0.08
Warchanter Skald,,KHM,Creature,,2W,,3.0,0.0,W,U,0.05
War Chariot,,ICE,Artifact,,3,,3.0,0.0,C,U,0.16
Warchief Giant,,CM2,Creature,,3RR,,5.0,0.0,R,U,0.48
Warclamp Mastiff,,M13,Creature,,W,,1.0,0.0,W,C,0.07
Warcry Phoenix,,DOM,Creature,,3R,,4.0,0.0,R,U,0.14
War Dance,,USG,Enchantment,,G,,1.0,0.0,G,U,0.22
Warded Battlements,,M21,Creature,,2W,,3.0,0.0,W,C,0.01
Warden of Evos Isle,,CMR,Creature,,2U,,3.0,0.0,U,U,0.08
Warden of Geometries,,OGW,Creature,,4,,4.0,0.0,C,C,0.19
Warden of the Beyond,,M15,Creature,,2W,,3.0,0.0,W,U,0.03
Warden of the Chained,,THB,Creature,,1RG,,3.0,0.0,RG,U,0.03
Warden of the Eye,,KTK,Creature,,2URW,,5.0,0.0,WUR,U,0.1
Warden of the First Tree,,FRF,Creature,,G,,1.0,0.0,WBG,M,0.73
Warden of the Wall,,DKA,Artifact,,3,,3.0,0.0,C,U,0.11
Warden of the Woods,,M21,Creature,,4GG,,6.0,0.0,G,U,0.04
Ward of Bones,,EVE,Artifact,,6,,6.0,0.0,C,R,11.56
Ward of Lights,,MIR,Enchantment,,WW,,2.0,0.0,W,C,0.2
Ward of Piety,,BOK,Enchantment,,1W,,2.0,0.0,W,U,0.16
Wardscale Crocodile,,WAR,Creature,,4G,,5.0,0.0,G,C,0.02
Wardscale Dragon,,FRF,Creature,,4WW,,6.0,0.0,W,U,0.13
Ward Sliver,,LGN,Creature,,4W,,5.0,0.0,W,U,2.01
Warehouse Thief,,CLB,Creature,,3R,,4.0,0.0,R,C,0.03
War Elemental,,MRD,Creature,,RRR,,3.0,0.0,R,R,1.27
War Elephant,,CHR,Creature,,3W,,4.0,0.0,W,C,3.52
War Falcon,,M13,Creature,,W,,1.0,0.0,W,C,0.06
Warfire Javelineer,,JMP,Creature,,3R,,4.0,0.0,R,U,0.06
War Flare,,FRF,Instant,,2RW,,4.0,0.0,WR,C,0.07
Wargate,,ARB,Sorcery,,XGWU,,3.0,0.0,WUG,R,3.26
War Horn,,ORI,Artifact,,3,,3.0,0.0,C,U,0.09
Warhorn Blast,,KHM,Instant,,4W,,5.0,0.0,W,C,0.02
Warhost's Frenzy,,DMU,Instant,,2R,,3.0,0.0,BR,U,0.03
Warkite Marauder,,RIX,Creature,,1U,,2.0,0.0,U,R,1.62
Warleader's Helix,,UMA,Instant,,2RW,,4.0,0.0,WR,U,0.16
Warlock Class,,AFR,Enchantment,,B,,1.0,0.0,B,U,0.2
Warlord's Axe,,M11,Artifact,,3,,3.0,0.0,C,U,0.06
Warlord's Elite,,BRO,Creature,,2W,,3.0,0.0,W,C,0.03
Warlord's Fury,,DOM,Sorcery,,R,,1.0,0.0,R,C,0.09
War Mammoth,,ME4,Creature,,3G,,4.0,0.0,G,C,5.56
Warmind Infantry,,GTC,Creature,,2R,,3.0,0.0,R,C,0.03
Warmonger,,MMQ,Creature,,3R,,4.0,0.0,R,U,1.04
Warmonger Hellkite,,CLB,Creature,,4RR,,6.0,0.0,R,R,0.24
